"Journey","Train ID","Lateness (mins)"
"10:06 from London Victoria C to Portsmouth Harbour (12:03)","X07831","7"
"10:09 from London Victoria C to Reigate (10:43)","X08225","6"
"10:10 from Littlehampton to Bognor Regis (10:29)","X09225","9"
"10:13 from Southampton Central to Horsham (11:45)","X07855","6"
"10:14 from Littlehampton to London Victoria C (11:57)","X08092","24"
"10:19 from Tattenham Corner to London Bridge C (11:12)","X08035","12"
"10:19 from Tonbridge to London Victoria C (11:21)","X08282","5"
"10:28 from Brighton to London Victoria C (11:24)","X07761","6"
"10:32 from Horsham to Bognor Regis (11:17)","X08318","8"
"10:33 from Brighton to Southampton Central (12:27)","X08253","12"
"10:35 from Epsom Downs to London Victoria C (11:28)","X07438","5"
"10:50 from London Victoria C to Brighton (11:46)","X07350","10"
"10:52 from Brighton to Ore (12:17)","X06987","21"
"10:56 from Bognor Regis to London Victoria C (12:40)","X07853","11"
"10:59 from Portsmouth  Southsea to Littlehampton (11:53)","X09406","10"
"11:06 from London Victoria C to Portsmouth Harbour (13:03)","X07834","6"
"11:12 from Portsmouth Harbour to Horsham (12:16)","X07859","10"
"11:13 from Brighton to Hove (11:17)","X08864","5"
"11:14 from Littlehampton to London Victoria C (12:57)","X08096","5"
"11:14 from Reigate to London Victoria C (11:51)","X08284","24"
"11:19 from Tonbridge to London Victoria C (12:21)","X08285","5"
"11:24 from Caterham to London Victoria C (12:16)","X09226","5"
"11:30 from Bognor Regis to London Victoria C (13:10)","X07857","13"
"11:31 from London Victoria C to Horsham (12:46)","X08569","12"
"11:36 from Haywards Heath to Littlehampton (12:29)","X08083","5"
"11:50 from London Victoria C to Brighton (12:46)","X07766","7"
"11:56 from Bognor Regis to London Victoria C (13:40)","X07860","10"
"12:02 from Horsham to Bognor Regis (12:44)","X08305","5"
"12:10 from London Bridge C to West Croydon (12:49)","X08977","5"
"12:14 from Littlehampton to London Victoria C (13:57)","X08100","12"
"12:17 from London Victoria C to Epsom (12:59)","X08579","6"
"12:17 from London Victoria C to Littlehampton (13:56)","X08089","8"
"12:19 from Tonbridge to London Victoria C (13:21)","X08287","7"
"12:20 from London Victoria C to Brighton (13:16)","X07770","5"
"12:23 from London Victoria C to East Grinstead (13:18)","X09077","11"
"12:32 from Horsham to Bognor Regis (13:17)","X08320","9"
"12:33 from Brighton to Southampton Central (14:19)","X08182","23"
"12:44 from London Bridge C to London Victoria C (13:39)","X08689","5"
"12:49 from Epsom to London Victoria C (13:31)","X08585","16"
"12:57 from London Bridge C to Horsham (14:10)","X08370","5"
"12:58 from Brighton to London Victoria C (13:54)","X07781","8"
"13:02 from Horsham to Bognor Regis (13:44)","X08306","9"
"13:06 from Haywards Heath to Eastbourne (13:46)","X07960","13"
"13:10 from Littlehampton to Bognor Regis (13:29)","X09235","5"
"13:12 from Portsmouth Harbour to Horsham (14:16)","X07869","6"
"13:19 from Tonbridge to London Victoria C (14:21)","X08289","6"
"13:20 from London Victoria C to Brighton (14:16)","X07778","7"
"13:28 from Brighton to London Victoria C (14:24)","X07785","9"
"13:30 from Bognor Regis to London Victoria C (15:10)","X07868","17"
"13:35 from Epsom Downs to London Victoria C (14:28)","X09328","6"
"13:39 from Bognor Regis to Barnham (13:45)","X08878","5"
"13:47 from London Victoria C to Ore (15:49)","X07966","18"
"13:57 from London Bridge C to Horsham (15:10)","X08374","5"
"14:02 from Horsham to Bognor Regis (14:44)","X08307","5"
"14:06 from London Victoria C to Portsmouth Harbour (16:03)","X07843","12"
"14:20 from London Victoria C to Brighton (15:16)","X07786","6"
"14:30 from Bognor Regis to London Victoria C (16:10)","X07872","7"
"14:30 from Horsham to London Bridge C (15:48)","X08384","9"
"14:36 from Haywards Heath to Littlehampton (15:29)","X08095","26"
"14:40 from London Bridge C to West Croydon (15:19)","X08999","8"
"14:47 from London Victoria C to Ore (16:49)","X07970","11"
"14:50 from London Victoria C to Brighton (15:46)","X07790","18"
"14:53 from London Victoria C to East Grinstead (15:48)","X09087","10"
"14:55 from Eastbourne to London Victoria C (16:27)","X07977","7"
"14:56 from Bognor Regis to London Victoria C (16:40)","X07874","17"
"14:58 from Brighton to London Victoria C (15:54)","X07797","17"
"15:02 from Horsham to Bognor Regis (15:44)","X08308","19"
"15:06 from Haywards Heath to Eastbourne (15:46)","X07968","28"
"15:08 from London Bridge C to Uckfield (16:21)","X07924","13"
"15:13 from Brighton to Hove (15:17)","X07108","7"
"15:14 from Littlehampton to London Victoria C (16:57)","X08113","6"
"15:19 from London Victoria C to London Bridge C (16:09)","X08708","7"
"15:25 from West Croydon to London Bridge C (16:07)","X09002","6"
"15:28 from Brighton to London Victoria C (16:24)","X07801","5"
"15:30 from Bognor Regis to London Victoria C (17:18)","X07876","14"
"15:43 from London Victoria C to Caterham (16:42)","X07462","6"
"15:47 from London Victoria C to Epsom (16:29)","X08622","7"
"15:51 from Littlehampton to Haywards Heath (16:39)","X08115","15"
"15:52 from Barnham to Bognor Regis (15:59)","X08885","11"
"15:55 from Eastbourne to London Victoria C (17:27)","X07981","15"
"15:57 from London Bridge C to Horsham (17:10)","X08383","18"
"15:58 from Brighton to London Victoria C (16:54)","X07805","19"
"16:01 from London Victoria C to Dorking (16:50)","X08626","6"
"16:06 from Bognor Regis to Littlehampton (16:23)","X07129","29"
"16:06 from Haywards Heath to Eastbourne (16:46)","X07972","21"
"16:10 from Littlehampton to Bognor Regis (16:29)","X09243","12"
"16:12 from Portsmouth Harbour to Horsham (17:16)","X07881","16"
"16:19 from Tonbridge to London Victoria C (17:21)","X08296","6"
"16:20 from London Victoria C to Brighton (17:16)","X07802","6"
"16:23 from London Victoria C to East Grinstead (17:18)","X09093","5"
"16:25 from Hove to Brighton (16:29)","X08641","9"
"16:28 from Brighton to London Victoria C (17:24)","X07809","11"
"16:32 from Horsham to Bognor Regis (17:17)","X08324","10"
"16:33 from Brighton to Southampton Central (18:27)","X23188","12"
"16:33 from Epsom to Epsom - Down Sidings (16:35)","X09628","5"
"16:36 from Haywards Heath to Littlehampton (17:29)","X08103","8"
"16:39 from Bognor Regis to Barnham (16:45)","X08890","5"
"16:47 from London Victoria C to Ore (18:49)","X07978","15"
"16:50 from London Victoria C to Brighton (17:46)","X07806","6"
"16:52 from Brighton to Ore (18:17)","X08430","12"
"16:55 from Ore to Haywards Heath (18:10)","X07987","7"
"16:57 from Littlehampton to Portsmouth  Southsea (17:50)","X09201","12"
"16:57 from London Bridge C to Horsham (18:10)","X08388","12"
"16:58 from Lewes to Brighton (17:14)","X08458","5"
"17:04 from Epsom to London Victoria C (17:58)","X09357","5"
"17:10 from Brighton to Seaford (17:47)","X07090","10"
"17:13 from Southampton Central to Horsham (18:45)","X07889","21"
"17:14 from Littlehampton to London Victoria C (18:57)","X08120","14"
"17:19 from Tonbridge to London Victoria C (18:21)","X08298","7"
"17:20 from London Victoria C to Brighton (18:16)","X07810","6"
"17:22 from Brighton to Lewes (17:37)","X09130","5"
"17:23 from London Victoria C to East Grinstead (18:18)","X09097","5"
"17:31 from London Victoria C to Horsham (18:46)","X08644","14"
"17:32 from Horsham to Bognor Regis (18:17)","X08325","15"
"17:34 from Uckfield to London Bridge C (18:52)","X07929","6"
"17:36 from Haywards Heath to Littlehampton (18:29)","X08107","29"
"17:36 from London Victoria C to Sutton Surrey (18:27)","X09933","5"
"17:47 from London Victoria C to Ore (19:49)","X07982","20"
"17:50 from London Victoria C to Brighton (18:46)","X07814","8"
"17:55 from Eastbourne to London Victoria C (19:27)","X07989","11"
"17:55 from Hove to Brighton (17:59)","X08660","5"
"17:56 from Bognor Regis to London Victoria C (19:50)","X07888","21"
"17:57 from Littlehampton to Portsmouth  Southsea (18:50)","X09202","6"
"17:57 from Seaford to Brighton (18:29)","X08788","10"
"17:58 from Brighton to London Victoria C (18:54)","X07714","15"
"18:06 from Haywards Heath to Eastbourne (18:46)","X07980","16"
"18:17 from London Victoria C to Littlehampton (19:57)","X08117","18"
"18:22 from Ore to Brighton (19:44)","X08428","11"
"18:23 from Brighton to Littlehampton (19:09)","X08475","5"
"18:28 from Brighton to London Victoria C (19:24)","X07722","8"
"18:32 from Horsham to Bognor Regis (19:17)","X08326","5"
"18:36 from Haywards Heath to Littlehampton (19:29)","X08114","15"
"18:40 from Brighton to Seaford (19:14)","X07097","9"
"18:40 from London Bridge C to West Croydon (19:19)","X09019","5"
"18:50 from London Victoria C to Brighton (19:46)","X07713","9"
"18:53 from Littlehampton to Brighton (19:39)","X08496","26"
"18:55 from Eastbourne to London Victoria C (20:27)","X07994","13"
"18:55 from Ore to Haywards Heath (20:11)","X07996","10"
"18:59 from Portsmouth  Southsea to Littlehampton (19:53)","X09955","11"
"19:04 from Epsom to London Victoria C (19:58)","X07406","5"
"19:10 from Littlehampton to Bognor Regis (19:29)","X09253","7"
"19:17 from London Victoria C to Littlehampton (20:57)","X08121","11"
"19:20 from Brighton to Lovers Walk TR.S.M.D (19:40)","X07225",""
"19:20 from London Victoria C to Brighton (20:17)","X07720","29"
"19:28 from Brighton to London Victoria C (20:24)","X07735","10"
"19:32 from Brighton to Eastbourne (20:07)","X07188","6"
"19:32 from Horsham to Bognor Regis (20:17)","X08327","27"
"19:32 from London Victoria C to Southampton Central (22:02)","X08153","20"
"19:32 from Southampton Central to Brighton (21:21)","X08175","15"
"19:33 from Bognor Regis to Barnham (19:40)","X08907","5"
"19:35 from Epsom Downs to London Victoria C (20:29)","X09291","9"
"19:36 from Haywards Heath to Littlehampton (20:29)","X08119","9"
"19:40 from Bognor Regis to London Victoria C (21:27)","X08130","11"
"19:40 from London Bridge C to West Croydon (20:19)","X09021","22"
"19:47 from London Victoria C to Ore (21:49)","X07990","6"
"19:47 from Redhill to Three Bridges Up Sdg North (20:09)","X09480",""
"19:50 from London Victoria C to Brighton (20:47)","X07728","8"
"19:52 from Brighton to Eastbourne (20:34)","X08462","6"
"19:54 from Eastbourne to Eastbourne Sidings (20:12)","X09686",""
"19:54 from Sutton Surrey to London Victoria C (20:36)","X09293","9"
"19:56 from Brighton to Portsmouth Harbour (21:26)","X09180","28"
"20:00 from Brighton to Lovers Walk TR.S.M.D (20:20)","X09791",""
"20:03 from Horsham to Bognor Regis (20:44)","X08313","12"
"20:04 from Bognor Regis to Littlehampton (20:20)","X09254","9"
"20:06 from Haywards Heath to Hastings (21:24)","X06936","10"
"20:10 from Littlehampton to Bognor Regis (20:29)","X09255","21"
"20:10 from London Bridge C to West Croydon (20:49)","X09024","11"
"20:14 from Littlehampton to London Victoria C (21:58)","X08132","9"
"20:17 from London Victoria C to Littlehampton (21:57)","X08125","6"
"20:19 from Tonbridge to Redhill (20:50)","X08434","5"
"20:20 from London Victoria C to Brighton (21:18)","X07734","20"
"20:23 from London Victoria C to Epsom Downs (21:22)","X07413","7"
"20:28 from Brighton to London Victoria C (21:24)","X07743","29"
"20:30 from Brighton to Southampton Central (22:18)","X23184","25"
"20:33 from Bognor Regis to Barnham (20:40)","X08913","22"
"20:33 from Horsham to Bognor Regis (21:17)","X08301","17"
"20:33 from London Victoria C to Sutton Surrey (21:18)","X09296","5"
"20:36 from Haywards Heath to Littlehampton (21:29)","X08124","8"
"20:40 from Bognor Regis to London Victoria C (22:27)","X08134","15"
"20:40 from Brighton to Seaford (21:14)","X08801","5"
"20:47 from London Victoria C to Epsom (21:29)","X08500","7"
"20:47 from London Victoria C to Hastings (22:45)","X07993",""
"20:52 from Barnham to Bognor Regis (20:59)","X08912","12"
"20:54 from Littlehampton to Brighton (21:40)","X08540","16"
"20:55 from West Croydon to London Bridge C (21:37)","X08993","9"
"21:03 from Brighton to Portsmouth Harbour (22:26)","X09183","15"
"21:03 from Horsham to Bognor Regis (21:46)","X08314","17"
"21:04 from Bognor Regis to Littlehampton (21:20)","X09256","14"
"21:06 from Haywards Heath to Eastbourne (21:50)","X07992","12"
"21:10 from London Bridge C to West Croydon (21:49)","X08989","21"
"21:14 from Littlehampton to London Victoria C (22:59)","X08135","22"
"21:25 from West Croydon to London Bridge C (22:07)","X08996","5"
"21:28 from Brighton to London Victoria C (22:24)","X07751","23"
"21:36 from Haywards Heath to Littlehampton (22:29)","X08127","8"
"21:40 from London Bridge C to West Croydon (22:19)","X08991","16"
"21:40 from Portsmouth Harbour to Three Bridges (23:07)","X08382","19"
"21:46 from Brighton to Lovers Walk TR.S.M.D (22:06)","X09589",""
"21:50 from London Victoria C to Brighton (22:47)","X07746","10"
"22:00 from Bognor Regis to Barnham (22:06)","X08922","12"
"22:01 from London Victoria C to Dorking (22:52)","X08528","15"
"22:01 from Lovers Walk TR.S.M.D to Selhurst TR.S.M.D (23:09)","X25594",""
"22:03 from Brighton to Portsmouth Harbour (23:26)","X09185","5"
"22:04 from Brighton to Seaford (22:47)","X07024","6"
"22:13 from Southampton Central to Littlehampton (23:26)","X23180","17"
"22:19 from Epsom to London Victoria C (23:01)","X08537","9"
"22:22 from Brighton to Lovers Walk TR.S.M.D (22:42)","X09705",""
"22:25 from West Croydon to London Bridge C (23:07)","X09001","11"
"23:10 from Three Bridges to Three Bridges Up Sdg North (23:12)","X09498",""

"Copyright 2015 raildar.co.uk. Usage under terms of licence, visit site for more details. Data provided AS IS without warranty."
